Ticker,Description,Company Name,Sector,Industry Group,Industry,Sub-Industry,Comment
NUVA,"Nuvasive, Inc. is a medical technology company, which is focused on developing, manufacturing, selling and providing procedural solutions for spine surgery, with a guiding purpose to transform surgery, advance care and change lives. The Company offers a comprehensive portfolio of procedurally integrated spine surgery solutions, including surgical access instruments, spinal implants, fixation systems, biologics and enabling technologies, as well as systems and services for intraoperative neuromonitoring. In addition, it develops and sells magnetically adjustable implant systems for spine and specialized orthopedic procedures. In addition, it also designs and sells expandable growing rod implant systems for the treatment of early-onset scoliosis, which can be non-invasively lengthened implantation with precise, incremental adjustments via an external remote controller using magnetic technology called MAGnetic External Control (MAGEC).",NUVASIVE INC,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment,"Manufacturers of health care equipment and devices. Includes medical instruments, drug delivery systems, cardiovascular & orthopedic devices, and diagnostic equipment."
OFIX,"Orthofix Medical Inc. is a global medical device company. The Company is focused on providing reconstructive and regenerative orthopedic and spine solutions to physicians. The Company has two reporting segments: Global Spine and Global Orthopedics. The Global spine segment provide three product categories such as Bone Growth Therapies, Spinal Implants, and Biologics. Its products also consist of bone growth therapies devices, motion preservation products, spine fixation products, and orthopedics products. The Global Orthopedics offers products and solutions that allow physicians to treat a variety of orthopedic conditions in adults and children unrelated to the spine. It distribute its products globally to hospitals and health providers. ",ORTHOFIX MEDICAL INC,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment,"Manufacturers of health care equipment and devices. Includes medical instruments, drug delivery systems, cardiovascular & orthopedic devices, and diagnostic equipment."
PAVM,"PAVmed Inc. is a multi-product, commercial-stage medical technology company. The Company operates through four divisions: Medical Devices, Diagnostics, Digital Health and Emerging Innovations. Its Medical Devices division includes CarpX Minimally Invasive Surgical Device for Carpal Tunnel Syndrome, Infusion Therapy - PortIO Implantable Intraosseous Vascular Access Device and NextFlo Disposable Intravenous Infusion Platform Technology. Its Diagnostics division includes EsoGuard Esophageal DNA Laboratory Developed Test, EsoCheck Esophageal Cell Collection Device, and EsoCure Esophageal Ablation Device with Caldus Technology. Its Digital Health division includes Veris cancer healthcare platform and implantable intelligent vascular port combining remote monitoring and data analytics. Its Emerging Innovations division includes NextVent ventilators, FlexMO medical circulatory support cannulas, Veris Cardiac Monitor, DisappEAR resorbable pediatric ear tubes and Solys glucose monitoring.",PAVMED INC,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment,"Manufacturers of health care equipment and devices. Includes medical instruments, drug delivery systems, cardiovascular & orthopedic devices, and diagnostic equipment."
PEN,"Penumbra, Inc. is a global healthcare company. The Company designs, develops, manufactures, and markets products and has a portfolio that focuses on medical conditions in markets with unmet need. It is focused on developing, manufacturing, and marketing products for use by specialist physicians and healthcare providers. It is focused on developing and building its portfolio of products, including its thrombectomy, embolization, access, and immersive healthcare technologies. It has developed a product portfolio that includes seven product families within its major markets, in which its neuro products include Thrombectomy, Embolization, Access, and Neurosurgical Tools. Its vascular products include Thrombectomy and Embolization. The Company's immersive healthcare product is Immersive 3D Computer-based Technology Platform. The Company sells its products to healthcare providers primarily through its direct sales organization in the United States, Europe, Canada, and Australia.",PENUMBRA INC,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment,"Manufacturers of health care equipment and devices. Includes medical instruments, drug delivery systems, cardiovascular & orthopedic devices, and diagnostic equipment."
POAI,"Predictive Oncology Inc. is a data and artificial intelligence (AI)-driven discovery services company. The Company provides predictive models of tumor drug response that are used to improve clinical outcomes for patients. It operates through four segments: Helomics, zPREDICTA, Soluble, and Skyline. The Helomics segment includes clinical testing and contract research services that include the application of AI. zPREDICTA specializes in organ-specific disease models that provide 3D reconstruction of human tissues, accurately representing each disease state and mimicking drug response, enabling accurate testing of anticancer agents. The Soluble segment provides services using a self-contained, automated system that conducts throughput, self-interaction chromatography screens using additives and excipients commonly included in protein formulations, resulting in soluble and physically stable formulations for biologics. The Skyline segment consists of the STREAMWAY System product sales.",PREDICTIVE ONCOLOGY INC,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Supplies,"Manufacturers of health care supplies and medical products not classified elsewhere. Includes eye care products, hospital supplies, and safety needle & syringe devices."
PDEX,"Pro-Dex, Inc. (Pro-Dex) designs, develops, and manufactures of autoclavable, battery-powered and electric, multi-function surgical drivers and shavers used in the orthopedic, thoracic, and craniomaxillofacial (CMF) markets. The Company’s patented adaptive torque-limiting technology and sealing solutions, which appeal to its customers, primarily through medical device distributors. The Company also manufacture and sell rotary air motors to a range of industries. The Company’s patented adaptive torque-limiting software is used in the CMF market. The Company products includes PDSD 5000 powered surgical driver and Precision Air Powered Motors.",PRO-DEX INC/CO,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment,"Manufacturers of health care equipment and devices. Includes medical instruments, drug delivery systems, cardiovascular & orthopedic devices, and diagnostic equipment."
KRMD,"KORU Medical Systems, Inc. is a developer and manufacturer of medical devices and supplies. The Company is focused on the development, manufacturing, and commercializing of specialty infusion solutions. Its products include the FREEDOM Infusion Systems, which consist of the FREEDOM60 and FreedomEdge Syringe infusion Drivers, Precision Flow Rate Tubing, and HIgH-Flo Subcutaneous Safety Needle Sets. The devices are used for infusions administered in the home and alternate care settings. The FREEDOM System operates at a lower pressure and maintains a balance between what a patient's subcutaneous tissues can absorb and what the system delivers. It delivers immunoglobulin therapies to patients with chronic illnesses, such as primary immunodeficiency diseases (PIDD), chronic inflammatory demyelinating polyneuropathy (CIDP), paroxysmal nocturnal hemoglobinuria (PNH) and infectious diseases. It serves patients, patient advocates, specialty pharmacies, distributors, doctors and nurses.",REPRO MEDSYSTEMS INC,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment,"Manufacturers of health care equipment and devices. Includes medical instruments, drug delivery systems, cardiovascular & orthopedic devices, and diagnostic equipment."
RVP,"Retractable Technologies, Inc. designs, develops, manufactures, and markets safety syringes and other safety medical products for the healthcare industry. The Company is focused on production of injection devices, such as syringes and needles. Its products are marketed under the VanishPoint, Patient Safe, and EasyPoint brands. The Company's products include VanishPoint 0.5mL insulin syringe; 1mL tuberculin, insulin, and allergy antigen syringes; 0.5mL, 1mL, 2mL, 3mL, 5mL, and 10mL syringes; the small diameter tube adapter; the blood collection tube holder; the allergy tray; the IV safety catheter; the Patient Safe syringes; the Patient Safe Luer Cap; the VanishPoint Blood Collection Set; and the EasyPoint needle, as well as a standard 3mL syringe packaged with an EasyPoint needle. The Company also sells VanishPoint autodisable syringes in the international market in addition to the Company's other products. It provides products to its existing and new private healthcare customers.",RETRACTABLE TECHNOLOGIES INC,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Supplies,"Manufacturers of health care supplies and medical products not classified elsewhere. Includes eye care products, hospital supplies, and safety needle & syringe devices."
SSKN,"STRATA Skin Sciences, Inc. is a medical technology company. The Company is engaged in plastic surgery, developing, commercializing and marketing products for the treatment of dermatologic conditions. The Company operates through two segments: Dermatology Recurring Procedures and Dermatology Procedures Equipment. The Company’s products include the XTRAC and Pharos excimer lasers and VTRAC lamp systems utilized in the treatment of psoriasis, vitiligo and various other skin conditions. The Company's XTRAC excimer laser delivers a targeted therapeutic beam of ultraviolet B (UVB) light to treat psoriasis, vitiligo, eczema, atopic dermatitis and leukoderma. Pharos is its excimer laser device that emits concentrated ultraviolet (UV) light and is used as a tool in the treatment of dermatological skin disorders. VTRAC is a UV light lamp system utilized in the treatment of psoriasis, vitiligo and various other skin conditions.",STRATA SKIN SCIENCES INC,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment,"Manufacturers of health care equipment and devices. Includes medical instruments, drug delivery systems, cardiovascular & orthopedic devices, and diagnostic equipment."
TELA,"TELA Bio Inc. is a medical technology company. The Company is focused on providing soft-tissue reconstruction solutions that optimize clinical outcomes by prioritizing the preservation and restoration of the patient’s own anatomy. The Company's first portfolio of solutions offers four configurations of the OviTex Reinforced Tissue Matrix (OviTex) designed for hernia repair and abdominal wall reconstruction by combining the benefits of biologic matrices and polymer materials. The Company's OviTex products include OviTex 1S, OviTex 2S, and OviTex LPR. The OviTex products are sterile reinforced tissue matrices derived from ovine rumen with either polypropylene or polyglycolic acid (PGA). The Company's second portfolio of products, the OviTex PRS Reinforced Tissue Matrix (OviTex PRS), addresses unmet needs in plastic and reconstructive surgery. OviTex PRS is indicated for use in implantation to reinforce soft tissue where weakness exists in patients requiring soft-tissue repair.",TELA BIO INC,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Supplies,"Manufacturers of health care supplies and medical products not classified elsewhere. Includes eye care products, hospital supplies, and safety needle & syringe devices."
TFX,"Teleflex Incorporated is a provider of medical technology products. The Company primarily designs, develops, manufactures and supplies single-use medical devices used by hospitals and healthcare providers for common diagnostic and therapeutic procedures in critical care and surgical applications. The Company operates through four segments: Americas, Europe, the Middle East and Africa (EMEA), Asia Pacific (Asia) and Original Equipment Manufacturer and Development Services (OEM). OEM segment designs, manufactures and supplies devices and instruments for other medical device manufacturers. It includes the TFX Medical OEM, TFX OEM, Deknatel and HPC Medical brands, provides custom extrusions, micro-diameter film-cast tubing, diagnostic and interventional catheters, balloons and balloon catheters, film-insulated fine wire, coated mandrel wire, conductors, sheath/dilator introducers, specialized sutures and performance fibers, bioabsorbable sutures, yarns and resins.",TELEFLEX INC,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment,"Manufacturers of health care equipment and devices. Includes medical instruments, drug delivery systems, cardiovascular & orthopedic devices, and diagnostic equipment."
LYRA,"Lyra Therapeutics, Inc. is a clinical-stage therapeutics company focused on the development and commercialization of novel integrated drug and delivery solutions for the localized treatment of patients. The Company's pipeline of therapeutics target tissues deep in the ear, nose and throat passages and are designed to deliver continuous drug therapy. The Company's technology platform, XTreo, is designed to precisely and consistently deliver medicines directly to the affected tissue for sustained periods with a single administration. Its product candidates, LYR-210 and LYR-220, are bioresorbable polymeric matrices designed to be administered in a brief, non-invasive, in-office procedure and intended to deliver up to six months of continuous drug therapy to the sinonasal passages for the treatment of chronic rhinosinusitis (CRS). The therapeutic embedded within LYR-210 and LYR-220 is mometasone furoate. LYR-220 is an investigative therapy for CRS patients with and without nasal polyps.",LYRA THERAPEUTICS INC,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals,Pharmaceuticals,"Companies engaged in the research, development or production of pharmaceuticals. Includes veterinary drugs."
BNGO,"Bionano Genomics, Inc. is a genomics company, which provides optical genome mapping (OGM) for genome analysis. The Company offers diagnostic services to physicians specializing in medical management for individuals with genetic conditions, such as pediatric neurodevelopmental disorders, including autism spectrum disorders. It markets and sell the Saphyr system, which delivers OGM data to enable ultra-sensitive and ultra-specific detection of all classes of structural variation. Its Lineagen business provides diagnostic testing for patients with clinical presentations consistent with autism spectrum disorder and other neurodevelopmental disabilities. Through its BioDiscovery business, it offers a platform-agnostic software solution, which integrates sequencing and microarray data designed to provide analysis, visualization, interpretation and reporting of copy number variants, single-nucleotide variants and absence of heterozygosity across the genome in one consolidated view. ",BIONANO GENOMICS INC,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Life Sciences Tools & Services,Life Sciences Tools & Services,"Companies enabling the drug discovery, development and production continuum by providing analytical tools, instruments, consumables & supplies, clinical trial services and contract research services.  Includes firms primarily servicing the pharmaceutical and biotechnology industries."
MSA,"MSA Safety Incorporated is engaged in the development, manufacture and supply of safety products that protect people and facility infrastructures. The Company’s geographical segments include Americas and International. The Company's products include breathing apparatus where self-contained breathing apparatus (SCBA) is the principal product, fixed gas and flame detection systems, portable gas detection instruments, industrial head protection products, firefighter helmets and protective apparel, and fall protection devices. Its safety products integrate a combination of electronics, mechanical systems and materials to protect users against hazardous or life-threatening situations. The Company's product line is used by workers around the world in a range of markets, including fire service, the oil, gas and petrochemical industry, construction, industrial manufacturing applications, utilities, mining, and the military. Its customers are in two categories: distributors and end-users.",MSA SAFETY INC,Industrials,Commercial  & Professional Services,Commercial Services & Supplies,Office Services & Supplies,Providers of office services and manufacturers of office supplies and equipment not classified elsewhere.
LAKE,"Lakeland Industries, Inc. manufactures and sells a line of industrial protective clothing and accessories for the industrial and public protective clothing market. The Company's product categories include limited use/disposable protective clothing, high-end chemical protective suits, firefighting and heat protective apparel, durable woven garments, high visibility clothing, and glove and sleeves. The Company's products are sold by its in-house customer service group, its customer service group, and independent sales representatives to a network of over 1,600 North American safety and mill supply distributors. Its authorized distributors supply end users, such as integrated oil, chemical/petrochemical, automobile, steel, glass, construction, smelting, heavy and light industry, cleanroom, janitorial, pharmaceutical, and high technology electronics manufacturers, as well as scientific, medical laboratories, and the utilities industries, such as electrical, natural gas and water.",LAKELAND INDUSTRIES INC,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods","Manufacturers of apparel, accessories & luxury goods. Includes companies primarily producing designer handbags, wallets, luggage, jewelry and watches. Excludes shoes classified in the Footwear Sub-Industry."
AHPI,"Allied Healthcare Products, Inc. manufactures a range of respiratory products used in the health care industry in a range of hospitals and alternate site settings, including sub-acute care facilities, home health care and emergency medical care. Its product lines include respiratory care products, medical gas equipment and emergency medical products. Its respiratory care products are used in the treatment of acute and chronic respiratory disorders, such as asthma, emphysema, bronchitis and pneumonia. Its medical gas equipment consists of hospitals, alternate care settings and surgery centers. Its medical gas equipment products include medical gas system construction products, medical gas system regulation devices, disposable oxygen and specialty gas cylinders and portable suction equipment. Its emergency medical products are used in the treatment of trauma-induced injuries, which includes respiratory/resuscitation products and trauma and patient handling products.",ALLIED HEALTHCARE PRODS INC,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment,"Manufacturers of health care equipment and devices. Includes medical instruments, drug delivery systems, cardiovascular & orthopedic devices, and diagnostic equipment."
ATEC,"Alphatec Holdings, Inc. is a medical technology company. The Company is focused on the design, development, and advancement of technology for surgical treatment of spinal disorders. The Company, through its wholly owned subsidiaries, Alphatec Spine, Inc., SafeOp Surgical, Inc. and EOS imaging S.A. is focused on developing approaches that integrate with its Alpha InformatiX product platform. It has a range of product portfolios designed to address the spine's various pathologies. Its product portfolio includes Alpha InformatiX, which include SafeOp Neural InformatiX System; Access Systems, which include Sigma-TLIF Pedicle-based Access System, PTP Patient Positioning System, and Squadron Lateral Retractor; Fixation Systems, which include InVictus Spinal Fixation Systems (Open and MIS), InVictus MIS SingleStep System, and InVictus Modular Fixation Systems (Open and MIS) and Interbody Systems, which include IdentiTi Porous Ti Interbody Implants and Transcend Lateral Interbody Implants.",ALPHATEC HOLDINGS INC,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment,"Manufacturers of health care equipment and devices. Includes medical instruments, drug delivery systems, cardiovascular & orthopedic devices, and diagnostic equipment."
AVNS,"Avanos Medical, Inc. is a medical technology company, which focused on delivering medical device solutions. The Company develops, manufactures and markets solutions in approximately 90 countries. It provides a portfolio of product offerings focused on chronic care and pain management to improve patient outcomes. Chronic care is a portfolio of products, which include digestive health products, such as its Mic-Key enteral feeding tubes, Corpak patient feeding solutions and NeoMed neonatal and pediatric feeding solutions; and respiratory health products, such as its closed airway suction systems and other airway management devices under the Ballard, Microcuff and Endoclear brands. Pain management is a portfolio of non-opioid pain solutions, including acute pain products, such as On-Q and ambIT surgical pain pumps and Game Ready cold and compression therapy systems; and Interventional pain solutions, which provides pain relieving therapies, such as its Coolief pain therapy.",AVANOS MEDICAL INC,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Supplies,"Manufacturers of health care supplies and medical products not classified elsewhere. Includes eye care products, hospital supplies, and safety needle & syringe devices."
AXGN,"Axogen, Inc. is focused specifically on the science, development, and commercialization of technologies for peripheral nerve regeneration and repair. Its platform for peripheral nerve repair features a comprehensive portfolio of products, including Avance Nerve Graft, Axoguard Nerve Connector, Axoguard Nerve Protector, Axoguard Nerve Cap, Avive Soft Tissue Membrane and Axotouch Two-Point Discriminator. Its products are used by surgeons during surgical interventions to repair a variety of physical nerve damage or transection throughout the body, which ranges from a simple laceration of a finger to a complex brachial plexus injury, as well as nerve injuries caused by dental, orthopedic, and other surgical procedures. Its Axoguard Nerve Connector is a porcine (pig) submucosa extracellular matrix coaptation aid for tensionless repair of severed peripheral nerves. Its portfolio of products is available in the United States, Canada, Germany, Spain, South Korea, and several other countries. ",AXOGEN INC,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment,"Manufacturers of health care equipment and devices. Includes medical instruments, drug delivery systems, cardiovascular & orthopedic devices, and diagnostic equipment."
CFMS,"ConforMIS, Inc. is a medical technology company. The Company is engaged in the development, manufacturing, and sales of patient-specific products and instrumentation that are individually sized and shaped to fit each patient's unique knee and hip anatomy. The Company’s products include iUni, iDuo, iTotal CR, iTotal PS, iTotal Identity, Identity Imprint and Conformis Cordera hip system. The Company’s iFit Image-to-Implant technology platform includes iFit Design, iFit Printing and iFit Just-in-Time Delivery. Its Identity Imprint knee system provides a data-informed knee implant system that provides a level of personalization through its patient-specific instruments (PSI) and proprietary algorithms for pre-surgical planning. Its Image-to-Implant Platinum Services program offering services in United States. The Company offers a line of the sterile, personalized knee and hip implants and single-use instruments delivered to hospitals.",CONFORMIS INC,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment,"Manufacturers of health care equipment and devices. Includes medical instruments, drug delivery systems, cardiovascular & orthopedic devices, and diagnostic equipment."
CRY,"Heritage-Crystal Clean, Inc. provides full-service parts cleaning, containerized waste management, used oil collection, wastewater vacuum services, antifreeze recycling, field services, and owns and operates a used oil re-refinery. It operates its business through its subsidiary, Heritage-Crystal Clean, LLC. The Company has two segments. Environmental Services segment consists of its full-service parts cleaning, containerized waste management, wastewater vacuum, antifreeze and field services. These services allow its customers to outsource their handling and disposal of parts cleaning solvents, as well as other hazardous and non-hazardous waste. The Oil Business segment consists of used oil collection activities, re-refining activities, oil filter removal and disposal services, and the sale of recycled fuel oil. Through its re-refining process, it recycles used oil into lubricant base oil and other products, and it is a supplier to firms that produce, and market finished lubricants. ",CRYOLIFE INC,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment,"Manufacturers of health care equipment and devices. Includes medical instruments, drug delivery systems, cardiovascular & orthopedic devices, and diagnostic equipment."
CYRX,"Cryoport, Inc. is a provider of integrated temperature-controlled supply-chain solutions to the biopharma/pharma, animal health, and reproductive medicine markets. The Company provides supply chain technologies and services through its brands, such as Cryoport Systems, CryoStork, MVE Biological Solutions, CRYOPDP, and CRYOGENE. The Company's products include Cryoport Express Shippers, Cryoport ELITE Shippers, Cryoport Cryosphere, Cryoport Consulting Services, Cryoport Bioservices, CRYOGENE, CRYOPDP Temperature Controlled Logistics, CRYOPDP Direct to Patient Solutions, CRYOPDP Control Tower Solution, MVE Biological Solutions Fusion Cryogenic Freezers and MVE Biological Solutions Vario Cryogenic Freezer. It operates primarily in Americas; Europe, the Middle East and Africa (EMEA), and Asia Pacific (APAC). Its subsidiaries include Cryoport Systems, LLC, Cryogene, Inc., MVE Biological Solutions, US LLC, Cryoport Netherlands B.V., and Cell&Co BioServices.",CRYOPORT INC,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment,"Manufacturers of health care equipment and devices. Includes medical instruments, drug delivery systems, cardiovascular & orthopedic devices, and diagnostic equipment."
EW,"Edwards Lifesciences Corporation is a manufacturer of heart valve systems and repair products used to replace or repair a patient's diseased or defective heart valve. The Company is engaged in patient-focused innovations for structural heart disease and critical care monitoring. Its segments include United States, Europe, Japan and Rest of World. Its products and technologies are categorized into four main areas: Transcatheter Aortic Valve Replacement, Transcatheter Mitral and Tricuspid Therapies, Surgical Structural Heart and Critical Care. It also develops hemodynamic and noninvasive brain and tissue oxygenation monitoring systems that are used to measure a patient's cardiovascular function in the hospital setting. The Edwards SAPIEN family of valves, including Edwards SAPIEN XT, the Edwards SAPIEN 3, and the Edwards SAPIEN 3 Ultra transcatheter aortic heart valves are used to treat heart valve disease. ",EDWARDS LIFESCIENCES CORP,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment,"Manufacturers of health care equipment and devices. Includes medical instruments, drug delivery systems, cardiovascular & orthopedic devices, and diagnostic equipment."
IART,"Integra LifeSciences Holdings Corporation is a medical technology company. The Company operates through two segments: Codman Specialty Surgical (CSS) and Tissue Technologies (TT). The CSS segment consists of technologies and instrumentation used for a range of specialties, such as neurosurgery, neurocritical care and otolaryngology. The CSS segment consists of a portfolio of brands, such as Codman, DuraGen, DuraSeal, CUSA, Mayfield and Bactiseal. Its product offering includes CereLink in the Unites States and Europe. The Company’s TT segment focuses on three areas, which include complex wound surgery, surgical reconstruction and peripheral nerve repair. The TT segment includes brands, such as Integra Dermal Matrices, AmnioExcel, SurgiMend, MicroMatrix and NeuraGen. The Company’s manufacturing and research facilities are located in California, Indiana, Maryland, Massachusetts, New Jersey, Ohio, Puerto Rico, Tennessee, Utah, Canada, China, France, Germany, Ireland and Switzerland.",INTEGRA LIFESCIENCES HOLDNGS,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment,"Manufacturers of health care equipment and devices. Includes medical instruments, drug delivery systems, cardiovascular & orthopedic devices, and diagnostic equipment."
IVC,"Invacare Corporation designs, manufactures and distributes medical devices that help people move, breathe, rest and perform essential hygiene. The Company provides clinically complex medical device solutions for congenital, acquired and degenerative conditions. Its segments include North America and Europe. Its mobility and seating products include power wheelchairs, custom manual wheelchairs, seating and positioning products and power add-ons. Its lifestyle products include pressure relieving sleep surfaces, safe patient handling, beds, manual wheelchairs and personal care products. Its respiratory therapy products include stationary oxygen concentrators, portable oxygen concentrators and oxygen refilling devices. It also offers repair services, equipment rentals and external contracting. It sells its products to home medical equipment providers, through retail and e-commerce channels, residential care operators, dealers and government health services.",INVACARE CORP,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment,"Manufacturers of health care equipment and devices. Includes medical instruments, drug delivery systems, cardiovascular & orthopedic devices, and diagnostic equipment."
KIDS,"OrthoPediatrics Corp. is a medical device company, which is engaged in designing, developing and marketing anatomically appropriate implants and devices for children with orthopedic conditions, giving pediatric orthopedic surgeons and caregivers. The Company operates through the OrthoPediatrics Segment, which designs, develops and markets anatomically appropriate implants and devices for children with orthopedic problems. It offers a range of products, including PediLoc, PediPlates, Cannulated Screws, PediFlex nail, PediNail, PediLoc Tibia, ACL Reconstruction System, Locking Cannulated Blade, Locking Proximal Femur, Spica Tables, RESPONSE Spine, BandLoc, Pediatric Nailing Platform Femur, Orthex, QuickPack and ApiFix Mid-C System, to various hospitals and medical facilities throughout the United States and various international markets. It markets approximately 37 surgical systems that address pediatric trauma and deformity correction, scoliosis and sports medicine/other procedures.",ORTHOPEDIATRICS CORP,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Supplies,"Manufacturers of health care supplies and medical products not classified elsewhere. Includes eye care products, hospital supplies, and safety needle & syringe devices."
SPNE,"SeaSpine Holdings Corporation is a global medical technology company. The Company is focused on the design, development, and commercialization of surgical solutions for the treatment of patients suffering from spinal disorders. It offers a portfolio of orthobiologics and spinal implant solutions, as well as a surgical navigation system, to meet the varying combinations of products that neurosurgeons and orthopedic spine surgeons need to perform fusion procedures in the lumbar, thoracic, and cervical spine. Its orthobiologics products consist of a range of advanced and traditional bone graft substitutes designed to improve bone fusion rates following a range of orthopedic surgeries, including spine, hip, and extremities procedures. The Company's spinal implants and enabling technologies portfolio consists of a line of products and image-guided surgical solutions to facilitate spinal fusion in degenerative, minimally invasive surgery (MIS), and complex spinal deformity procedures.",SEASPINE HOLDINGS CORP,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment,"Manufacturers of health care equipment and devices. Includes medical instruments, drug delivery systems, cardiovascular & orthopedic devices, and diagnostic equipment."
SIBN,"SI-BONE, Inc. is a medical device company. The Company is focused on the development of implantable devices used in the surgical treatment of sacro-pelvic anatomy. Its invasive surgical implant system, iFuse, is used to fuse the sacroiliac joint to treat sacroiliac joint dysfunction that often causes severe lower back pain. Its iFuse Implant System includes a series of triangular titanium implants and the instruments developed to enable surgeons to perform the procedure. Its iFuse system, which includes its implants and instruments, is designed to address the shortcomings of alternative treatments, including open surgery, non-surgical management, and screw-based and other minimally invasive stabilization and fusion procedures. Its iFuse-3D design allows the surgeons to fill the implant with ground-up bone before implantation, which accelerates bone through-growth and biological fixation. It also provides other technologies for its surgeons other than iFuse and iFuse-3D.",SI-BONE INC,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Supplies,"Manufacturers of health care supplies and medical products not classified elsewhere. Includes eye care products, hospital supplies, and safety needle & syringe devices."
SIEN,"Sientra, Inc. is a medical aesthetics company focused on advancing the plastic surgery. The Company's primary products are silicone gel breast implants for use in breast augmentation and breast reconstruction procedures. The Company sells its breast implants and breast tissue expanders, or breast products to plastic surgeons. Its breast implants are primarily used in elective procedures, which are generally performed on a cash-pay basis. Implant Texture provides texturing on the implant shell that is designed to reduce the incidence of malposition, rotation and capsular contracture. The Company also offers breast tissue expanders for reconstruction procedures predominantly to hospitals and surgery centers, and its BIOCORNEUM scar management products to plastic surgeons, dermatologists and other specialties. The Company's brands also include Platinum20, Sientra Smooth, Sientra Teardrop, Allox, Allox2, Anatomical Controlled, BIOCORNEUM, Curve, Luxe, Softspan, Silishield and AuraG.",SIENTRA INC,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Supplies,"Manufacturers of health care supplies and medical products not classified elsewhere. Includes eye care products, hospital supplies, and safety needle & syringe devices."
SINT,"SINTX Technologies, Inc. is an advanced materials company that develops and commercializes advanced ceramics for biomedical, industrial, and antipathogenic applications. The Company develops and manufactures ceramics for personnel, aircraft, and vehicle armor. The Company is manufacturing, research, and development of advanced ceramics for external partners. The Company produce silicon nitride for use in solid silicon nitride, porous silicon nitride, silicon nitride powder, composite of silicon nitride and polyether ether ketone (PEEK), silicon nitride coating, promotes bone growth, antibacterial, antiviral, antifungal and imaging compatible. The Company’s applications include medical devices, such as interbody spinal fusion implants and non-medical such as cutting tools, welding rods, and aerospace components. The Company’s silicon nitride is osteointegrative through its inherent surface topography and surface chemistry.",SINTX TECHNOLOGIES INC,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment,"Manufacturers of health care equipment and devices. Includes medical instruments, drug delivery systems, cardiovascular & orthopedic devices, and diagnostic equipment."
SYK,"Stryker Corporation (Stryker) is a medical technology company. The Company offers products and services in Medical and Surgical, Neurotechnology, Orthopaedics, and Spine that help improve patient and hospital outcomes. Its products are sold in approximately 75 countries through Company-owned subsidiaries and branches, as well as, third-party dealers and distributors. Its products include surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling, emergency medical equipment and intensive care disposable products; neurosurgical and neurovascular devices; implants used in joint replacement and trauma surgeries; Mako Robotic-Arm Assisted technology; spinal devices; as well as other products used in a range of medical specialties. Its business segments include MedSurg and Neurotechnology and Orthopaedics and Spine. Its subsidiaries include Alcott Indemnity Company, Arrinex, Inc., Berchtold Corporation, and BioMimetic Therapeutics, LLC.",STRYKER CORP,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment,"Manufacturers of health care equipment and devices. Includes medical instruments, drug delivery systems, cardiovascular & orthopedic devices, and diagnostic equipment."
